Nr. Activities|Nr. Resources|Nr. Skills Types
32	10	4
Deadline
32
Activities
Duration|Nr. Successors|Successors
0	10	2 3 4 5 6 7 12 13 30 31 
5	10	8 10 18 19 21 22 23 25 26 28 
3	9	8 15 16 17 18 19 22 23 29 
2	8	11 14 16 17 18 21 23 27 
9	6	9 16 17 18 22 27 
1	6	14 15 20 21 25 26 
1	3	9 16 17 
3	3	14 20 24 
5	1	14 
1	1	14 
2	1	19 
2	1	15 
4	1	15 
4	1	32 
7	1	32 
2	1	32 
7	1	32 
1	1	32 
8	1	32 
2	1	32 
3	1	32 
1	1	32 
1	1	32 
3	1	32 
7	1	32 
4	1	32 
2	1	32 
4	1	32 
6	1	32 
5	1	32 
10	1	32 
0	0	
Resources Skill Mastery
1	0	0	1	
1	0	0	1	
0	0	1	1	
0	1	1	0	
0	1	1	0	
0	0	1	1	
0	1	0	1	
1	0	1	1	
1	0	0	1	
1	1	1	0	
Activities Skill Requirements
0	0	0	0	
0	0	4	0	
0	4	0	0	
0	0	0	1	
3	0	0	0	
2	0	0	0	
1	0	0	0	
0	0	0	1	
0	0	4	0	
4	0	0	0	
0	0	0	2	
0	3	0	0	
1	0	0	0	
0	0	0	2	
0	2	0	0	
0	0	4	0	
0	0	0	2	
0	0	0	3	
0	2	0	0	
0	0	0	4	
0	0	0	3	
0	0	0	4	
0	0	0	2	
0	2	0	0	
0	0	0	2	
0	0	4	0	
0	0	2	0	
0	0	0	1	
0	0	1	0	
0	2	0	0	
0	0	0	4	
0	0	0	0	
