Nr. Activities|Nr. Resources|Nr. Skills Types
32	6	4
Deadline
70
Activities
Duration|Nr. Successors|Successors
0	12	2 3 4 5 6 7 8 9 10 11 12 14 
9	8	15 16 19 21 24 25 29 31 
2	8	13 17 19 21 23 27 30 31 
5	6	13 16 19 20 26 29 
1	8	16 19 20 21 24 25 29 31 
6	4	15 18 19 28 
2	3	13 15 20 
6	5	13 23 26 29 31 
3	5	16 19 20 26 27 
9	4	15 19 20 25 
10	5	22 23 25 27 28 
4	2	15 24 
3	4	22 24 25 28 
2	4	22 23 24 26 
3	3	23 26 27 
7	3	22 23 30 
9	3	22 24 29 
7	2	24 25 
1	1	22 
2	1	22 
10	1	22 
5	1	32 
2	1	32 
2	1	32 
6	1	32 
1	1	32 
7	1	32 
2	1	32 
10	1	32 
2	1	32 
4	1	32 
0	0	
Resources Skill Mastery
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
1	0	1	1	
1	1	1	0	
Activities Skill Requirements
0	0	0	0	
0	4	0	0	
0	0	1	0	
0	0	0	4	
0	4	0	0	
0	3	0	0	
0	1	0	0	
0	4	0	0	
0	0	0	1	
0	0	0	2	
0	0	3	0	
0	0	0	4	
4	0	0	0	
3	0	0	0	
1	0	0	0	
0	2	0	0	
0	0	3	0	
0	0	4	0	
0	2	0	0	
0	1	0	0	
0	0	2	0	
2	0	0	0	
4	0	0	0	
3	0	0	0	
0	1	0	0	
0	0	0	4	
1	0	0	0	
0	0	1	0	
0	0	1	0	
0	4	0	0	
0	2	0	0	
0	0	0	0	
