Nr. Activities|Nr. Resources|Nr. Skills Types
32	10	4
Deadline
46
Activities
Duration|Nr. Successors|Successors
0	17	2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 30 31 
4	6	7 19 20 21 24 29 
2	4	19 20 24 27 
8	4	21 22 23 26 
4	3	19 24 25 
9	3	21 22 23 
10	2	22 23 
1	2	18 27 
10	2	18 20 
9	2	20 21 
4	1	26 
6	1	18 
5	1	18 
1	1	28 
7	1	25 
7	1	19 
4	1	18 
7	1	32 
5	1	32 
3	1	32 
9	1	32 
8	1	32 
10	1	32 
6	1	32 
5	1	32 
2	1	32 
6	1	32 
6	1	32 
2	1	32 
5	1	32 
1	1	32 
0	0	
Resources Skill Mastery
1	0	0	1	
1	0	1	1	
1	1	1	0	
0	0	1	0	
0	1	1	0	
0	1	1	0	
1	0	0	1	
1	1	1	0	
0	0	1	1	
0	1	0	1	
Activities Skill Requirements
0	0	0	0	
2	0	0	0	
0	0	0	4	
2	0	0	0	
4	0	0	0	
0	2	0	0	
0	0	4	0	
0	0	0	4	
1	0	0	0	
0	4	0	0	
0	4	0	0	
0	2	0	0	
0	0	0	1	
0	0	1	0	
0	0	2	0	
0	0	2	0	
0	0	3	0	
0	0	0	3	
0	0	0	3	
0	0	0	4	
1	0	0	0	
0	0	3	0	
0	0	4	0	
0	0	2	0	
0	0	0	1	
0	0	1	0	
0	1	0	0	
0	4	0	0	
0	3	0	0	
0	3	0	0	
0	0	2	0	
0	0	0	0	
