Nr. Activities|Nr. Resources|Nr. Skills Types
32	6	4
Deadline
78
Activities
Duration|Nr. Successors|Successors
0	18	2 3 4 6 7 8 9 10 22 23 24 25 26 27 28 29 30 31 
1	7	5 11 12 13 15 20 21 
5	4	11 12 15 19 
4	2	11 18 
7	1	16 
9	1	14 
7	1	14 
7	1	17 
5	1	12 
9	1	13 
6	1	32 
2	1	32 
5	1	32 
2	1	32 
3	1	32 
6	1	32 
5	1	32 
4	1	32 
6	1	32 
8	1	32 
2	1	32 
1	1	32 
6	1	32 
10	1	32 
9	1	32 
1	1	32 
10	1	32 
1	1	32 
4	1	32 
6	1	32 
7	1	32 
0	0	
Resources Skill Mastery
1	1	1	1	
1	1	0	1	
0	1	1	1	
1	1	1	1	
1	1	1	0	
1	1	1	1	
Activities Skill Requirements
0	0	0	0	
0	0	1	0	
1	0	0	0	
0	2	0	0	
1	0	0	0	
1	0	0	0	
0	0	0	1	
0	3	0	0	
4	0	0	0	
0	2	0	0	
3	0	0	0	
0	0	0	2	
0	1	0	0	
0	4	0	0	
1	0	0	0	
4	0	0	0	
0	2	0	0	
1	0	0	0	
0	0	3	0	
0	0	0	4	
0	0	0	3	
1	0	0	0	
1	0	0	0	
0	4	0	0	
2	0	0	0	
2	0	0	0	
0	0	1	0	
0	0	1	0	
0	4	0	0	
0	0	0	3	
0	0	4	0	
0	0	0	0	
