Nr. Activities|Nr. Resources|Nr. Skills Types
32	10	4
Deadline
70
Activities
Duration|Nr. Successors|Successors
0	14	2 3 4 5 9 10 11 12 13 16 17 29 30 31 
6	6	6 7 8 15 27 28 
8	7	7 8 14 21 24 25 26 
8	6	14 15 21 22 23 24 
4	5	7 14 21 22 24 
4	4	18 20 21 25 
10	3	18 20 23 
8	3	18 19 22 
7	3	18 22 23 
6	2	19 26 
4	2	20 24 
4	2	19 24 
4	2	18 21 
8	1	18 
8	1	19 
4	1	20 
10	1	19 
10	1	32 
5	1	32 
4	1	32 
7	1	32 
4	1	32 
8	1	32 
10	1	32 
8	1	32 
2	1	32 
2	1	32 
1	1	32 
4	1	32 
5	1	32 
9	1	32 
0	0	
Resources Skill Mastery
1	0	1	0	
1	0	1	0	
0	1	0	1	
1	0	0	1	
1	1	1	0	
1	0	1	0	
0	0	1	1	
0	1	1	0	
0	1	0	1	
1	1	1	1	
Activities Skill Requirements
0	0	0	0	
4	0	0	0	
0	2	0	0	
0	0	0	1	
0	0	0	4	
0	0	0	4	
0	0	2	0	
3	0	0	0	
0	0	0	2	
4	0	0	0	
4	0	0	0	
0	0	0	4	
4	0	0	0	
0	0	3	0	
0	0	3	0	
3	0	0	0	
0	3	0	0	
0	0	0	2	
0	0	2	0	
1	0	0	0	
0	0	3	0	
0	0	3	0	
0	0	0	1	
0	0	4	0	
0	0	1	0	
2	0	0	0	
0	0	0	1	
0	4	0	0	
0	4	0	0	
0	0	0	3	
0	0	0	4	
0	0	0	0	
