Nr. Activities|Nr. Resources|Nr. Skills Types
32	6	4
Deadline
84
Activities
Duration|Nr. Successors|Successors
0	11	2 3 4 5 6 7 12 28 29 30 31 
10	7	8 13 16 17 18 19 27 
9	7	10 14 15 20 21 23 24 
5	7	11 13 15 18 22 25 26 
2	5	14 16 22 23 24 
10	4	9 15 17 21 
2	3	13 17 18 
3	2	14 20 
1	1	13 
5	1	13 
10	1	19 
7	1	16 
1	1	32 
3	1	32 
5	1	32 
6	1	32 
4	1	32 
4	1	32 
6	1	32 
2	1	32 
10	1	32 
4	1	32 
5	1	32 
2	1	32 
9	1	32 
8	1	32 
4	1	32 
9	1	32 
5	1	32 
5	1	32 
6	1	32 
0	0	
Resources Skill Mastery
1	1	1	0	
1	0	1	1	
1	1	0	1	
1	1	1	1	
1	1	1	1	
1	1	1	1	
Activities Skill Requirements
0	0	0	0	
0	0	0	3	
0	0	1	0	
1	0	0	0	
1	0	0	0	
4	0	0	0	
0	3	0	0	
0	1	0	0	
0	3	0	0	
0	0	0	3	
2	0	0	0	
3	0	0	0	
2	0	0	0	
0	0	3	0	
3	0	0	0	
4	0	0	0	
0	1	0	0	
0	0	4	0	
0	0	0	1	
2	0	0	0	
0	0	3	0	
0	0	0	1	
0	1	0	0	
0	0	0	4	
0	4	0	0	
0	0	0	4	
1	0	0	0	
0	0	2	0	
0	0	0	3	
0	0	0	1	
0	1	0	0	
0	0	0	0	
