Nr. Activities|Nr. Resources|Nr. Skills Types
32	11	4
Deadline
57
Activities
Duration|Nr. Successors|Successors
0	12	2 3 4 5 7 8 12 27 28 29 30 31 
1	6	11 14 21 24 25 26 
5	5	6 14 15 18 23 
2	4	10 17 20 21 
7	3	9 19 20 
10	2	16 17 
8	2	14 19 
1	2	16 22 
2	1	13 
10	1	13 
5	1	15 
9	1	18 
6	1	32 
9	1	32 
3	1	32 
3	1	32 
6	1	32 
4	1	32 
8	1	32 
2	1	32 
6	1	32 
1	1	32 
6	1	32 
5	1	32 
9	1	32 
10	1	32 
7	1	32 
9	1	32 
8	1	32 
9	1	32 
8	1	32 
0	0	
Resources Skill Mastery
0	1	1	0	
0	1	1	0	
1	0	1	0	
0	1	0	1	
0	1	1	0	
1	0	0	1	
0	1	0	1	
0	1	1	0	
0	1	0	1	
0	1	0	1	
1	0	1	0	
Activities Skill Requirements
0	0	0	0	
0	4	0	0	
0	3	0	0	
0	4	0	0	
0	0	2	0	
0	0	0	4	
0	3	0	0	
0	0	0	4	
0	3	0	0	
0	3	0	0	
0	0	1	0	
0	2	0	0	
0	4	0	0	
0	3	0	0	
0	4	0	0	
0	0	0	3	
1	0	0	0	
0	0	2	0	
0	0	0	1	
0	2	0	0	
3	0	0	0	
0	0	2	0	
0	4	0	0	
0	3	0	0	
0	1	0	0	
0	0	4	0	
0	0	0	4	
0	0	4	0	
0	3	0	0	
0	0	0	3	
0	0	3	0	
0	0	0	0	
