Nr. Activities|Nr. Resources|Nr. Skills Types
32	7	4
Deadline
76
Activities
Duration|Nr. Successors|Successors
0	21	2 3 5 6 7 8 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
9	4	4 10 15 16 
10	2	9 10 
4	1	11 
2	1	14 
6	1	13 
9	1	12 
8	1	9 
8	1	32 
1	1	32 
9	1	32 
6	1	32 
3	1	32 
1	1	32 
7	1	32 
1	1	32 
10	1	32 
1	1	32 
6	1	32 
3	1	32 
7	1	32 
3	1	32 
4	1	32 
6	1	32 
1	1	32 
9	1	32 
7	1	32 
3	1	32 
4	1	32 
1	1	32 
4	1	32 
0	0	
Resources Skill Mastery
1	1	1	0	
1	0	1	1	
1	1	1	1	
1	0	1	1	
1	0	1	1	
1	1	1	0	
0	1	1	1	
Activities Skill Requirements
0	0	0	0	
1	0	0	0	
0	0	4	0	
0	0	0	3	
4	0	0	0	
2	0	0	0	
0	0	4	0	
4	0	0	0	
0	0	4	0	
0	0	3	0	
0	0	4	0	
0	0	0	4	
0	1	0	0	
0	0	0	3	
0	3	0	0	
1	0	0	0	
1	0	0	0	
3	0	0	0	
0	0	4	0	
0	0	0	4	
0	0	2	0	
0	1	0	0	
4	0	0	0	
0	0	3	0	
0	0	0	1	
1	0	0	0	
0	3	0	0	
0	2	0	0	
0	0	2	0	
3	0	0	0	
0	0	4	0	
0	0	0	0	
